TA00020,TA00021,TA00023,TA00024,TA00025,TA00026,TA00027,TA00028,TA00029,TA00030,TA00054,TA00056,TA00057,TA00061,TA00064,TA00065,TA00066,TA00067,TA00068,TA00069,TA00070,TA00071,TA00072,TA00073,TA00074,TA00076,TA00077
0,3.4,0.17,0,0,0.26,0,0,0,0.06,1.08,0,0,0,0.1,1.42,0.02,0,0,0,0,2.4,2.28,0.1,0,4.49,0
0,5.8,0.02,0,0.84,2.63,0,0,0,0,0.04,0,0.04,0,0.02,0.29,1.45,0,0.12,0.08,0,0.4,1.7,0,1.2,1.38,0
0,1,0.02,0,0,5.17,0,0,0.04,4.34,1.57,0,0,0,0.65,40.24,0,0,0.13,0.64,0.2,2.2,3.89,0,0.06,1.12,0
0,2.4,0,0,0,3.45,0,0.52,0,6.66,40.91,0,0,0.02,1.24,0.43,0,0,0,0.02,0.2,0,0,1.28,0,0.3,0.02
0,0.2,0,0.02,0,7.95,0,2.31,0,1.71,6.29,0,0,0.08,0.02,0,0,0.02,0,0,0.2,0,0,7.27999999999999,0.14,0,0
0,0,0,0.02,0.06,3.81,0,0,0.03,0.21,14.96,0,0,0,0.73,0.38,0.08,0,0,0,0.2,0,0,0.08,0.58,0,0
0,0.6,0,0.59,0.14,2.6,0,0.02,0,3.62,13.79,0,0,0,2.62,28.84,0.18,0,1.11,1.46,0.2,0,0,0.02,0,0,0
0,8.6,0,0,0.12,1.37,0,0.05,0.06,2.78,7.85,0,0.12,0,0.63,0.14,0,0,0,0,0.2,0,0,3.58,0.5,0.26,0.06
0,22,0,0,0,0.93,0,0,0,0.02,1.37,0.98,0,0.73,2.67,0.06,0,0,0.06,0.31,0.4,0,0,0.04,2.8,0.06,0
0,35,0,0,0,2.95,0,0,0,0.08,0.34,0,0,0,1.4,0,0,0.06,0.44,7.44,0.8,0,3.1,0,0.1,0,0
0,3.2,0,0,0,4.66,0.02,0.05,0,0,0.06,0,0,0,6.57999999999999,0,0,0,0.1,0.31,0,0.2,0,0.02,0.04,0.1,0
0,2.8,0,0.02,0.04,1.84,0,0,0,0.06,0,0,0,0,9.82999999999998,0,0,0,0.02,0.24,0.4,0.2,1.12,0,0,0,0
0,1.6,0,0.53,0.04,5.22,0.04,0.02,0.05,0.04,0,0,0,0,2.94,0,0.06,0,0,0.2,0.4,0,0,0.06,0.12,0,0
0,0.2,0.02,0.08,0,7.18,0,0,0.36,0.02,3.42,0,0,0,1.17,0,0.04,0,0,0.25,0.2,0.2,0.49,0.81,0,0,0
0,0.4,0,0,0.04,1.72,0.08,0,0,0,0.02,0,0,0,0.08,0,0.02,0,0.11,0.96,0.2,0.2,0,0,0,0,0
0.97,4.6,0,11.27,10.43,11.71,0,2.1,0,37.56,9.01,3.43,21.49,0,8.55999999999999,0,4.71,0,0,0.08,0,0,0,4.94,0.04,0,0
0.06,0,0,0.06,0.12,1.18,0.02,0.02,0.09,0.02,8.83999999999999,0,0.04,0,0,0,0,0.66,0,0,0.2,0.2,0.1,4.94999999999999,0.14,0,0
0,10.6,0,0,0.02,2.64,0,115.51,0.04,0,19.45,0,0,0,0.12,0,0.04,0,0.02,0.12,0.4,0,0,0.39,0,0,0
0,2.6,0,0,0.02,1.56,0,0.1,0.02,0.08,18.11,0,0,0.02,2.11,0,0.04,0,1.04,1.2,4.8,0.2,0,0.14,0,2.43,0
0,3.8,0,0,0,1.64,0,0.02,0,0,0.12,0,0,0,0.02,0,0,0,0.08,1.26,0.8,0,0.38,0.04,0,0,0
0,0.8,0.02,0,0,1.95,0,0.43,0,0,2.86,0,0,0,0.4,0,0,0.04,0.04,5.59,9.8,0.2,0.06,0.04,0.2,0,0
0,4.4,0.19,0,0,5.04,0,0.02,0,0.02,0.87,0,0,0,1.92,0,0,0,0,0.32,0.2,0.8,0,0.04,0,0.04,0
0,3.2,0.02,0,0,1.48,0,0,0,0.04,1.1,0,0,0,4.05,0.25,0,0.02,0,0,0,0,0,0.02,0,0,0
0,0.2,0.14,0,0,3.08,0.12,0.11,0,0,0.04,0,0,0,1.21,0.08,0.02,0,1.28,5.99,1.2,0,0,0,0,0,0
0,0,0,0,0,18.29,0.22,58.53,0,0,0.63,0.16,0,0,0.4,0,0,4.11,0,0.02,1.2,0,0,0,0.28,0,0
0.14,38.6,0,1.76,3.1,3.02,0.96,41.31,0.03,1.13,4.77,2.69,2.22,0,0.62,0,4.06,0.12,0.02,0.08,0.6,0,0,11.95,3.9,0,0
0.35,22,0,0,0,5.01,0,73.88,0,1.27,7.49999999999999,0,0.44,0,7.43999999999999,3.08,0.06,0,0,0,0,0,0,0.22,0.36,0,0
0.12,24.2,0,0,0.28,6.83,0.08,28.7,0,0.44,0.41,0.2,0,0.02,1.98,0.08,0,0.18,0.04,0.18,0.4,0,0,0.04,1.92,0,0
0,7.8,0,0,0,1.65,0,0.04,0,0.06,8.22,0,0,0.02,4.67,36.32,0,0,0,0.12,0.2,0,0,3.59,0.04,0,0
0,33,0,10.86,0.96,1.85,0.3,0,0.97,0.84,11.3,0.88,0.22,0,8.90999999999998,1.19,0,0,0.02,0.04,0.2,0,0,0.31,0.57,0.32,0.02
0,6.4,0,0.02,0.02,1.74,1.08,0.02,0.02,0,0.84,0.22,0,0,6.42999999999999,4.82,0.02,1.14,0.02,0.88,0.2,0,0,2.21,0.6,0.02,0
0,2.2,0,0.06,0.02,1.28,0,0,0.21,0.02,0.43,0.56,0.38,0,4.11,0.02,0.22,0,0,1.83,0.8,0.4,0.06,0.08,1.12,0,0.04
0,0,0,0,0.06,4.81,0,0.58,0,0.08,0.94,0,0,0,8.8,12.58,0.08,0,0,0.1,0,0.2,0.1,0.06,0,0,0
0,7.2,0,0.08,0.08,7.17000000000001,0,0.02,0,0,0.26,0,0.02,0,8.68,3.21,0.04,0,5.55,5.68,0,0.2,1.17,0,0.04,0,0
0,16,0.09,0,0,4.8,1.38,0.04,0,0,0.04,15.44,0,0,12.38,0.6,0,0,8.37,5.22,20.8,0.2,35.44,0,8.33,0.38,0
0,0,0,0.12,0.04,2.28,0.74,0.02,0,0,6.95,0.04,0.62,0,4.74,3.14,0.14,0,0.04,0.12,4,0,0,0,2.86,0,0
0.34,13,0,1.36,3.6,7.5,0,0,0.02,1.73,4.24,3.76,0.54,0.07,1.06,1.24,2.89,0.49,11.49,6.83,22.8,0.2,1.19,0,2.67,0,0.02
0.02,0,0.02,9.45,0.02,5.67,0.88,0,0.08,0.22,5.93,13.15,0.36,0,28.0200000000001,1.27,0.1,0.83,3.95,6.19,9,0.4,9.52,0,10.54,0,0
0,0.2,0.02,0,0,5.21,3.2,0,0,0,0.06,0.9,0.22,0.02,13.91,8.1,0.02,0.27,0.73,7.69,8.4,0.2,6.85,0.02,8.94999999999998,0,0
0,16.6,0.22,0,0,4.35,0.18,0,0,0,13.28,0,0,0,16.47,0.08,0,0,1.75,0.95,1.4,0.2,0.18,0.02,0.38,0,0
0.37,0.4,0.09,2.02,1.89,2.99,0,0,0,2.22,0.08,0.24,0.72,0.03,10.3,0.57,10.3,0,0.94,1.78,2,0.4,0,2.86,2.04,0.05,0
0,7.6,0.02,0,0.02,21.53,0.02,0,0.24,0.1,9.51,0.02,0.32,0.04,4.29,3.23,0,0,0.1,0.22,0.6,0,0,0.06,0.52,0,0
0,14.2,0,0,0,4.29,0,0,0,0,15.73,0,0.2,0.02,4.72,1.34,0.06,0,0.78,0.49,0,0.4,1.12,1.84,0.5,0,0
0,0.6,0,0,0.04,4.23,0,0,0,0,22.24,0,0.08,0,4.9,0.08,0.16,0,0.13,0.16,0.2,0,0.41,0,1.25,0,0.04
0,3.2,0,0,0,6.26,0.3,0,0,0,4.1,0,0,0.02,8.49999999999999,41.95,0,0,3.41,3.21,0.8,0,0,0.56,0.18,0.02,0
0,32.2,0,0.1,0,1.63,0.16,0.16,0,0,0.43,0.42,0,0.02,10.77,0.6,0,0,3.5,1.66,0.2,0.4,7.83,1.05,0.5,0.27,0
0,56.6,0,0,0.02,5.05,0,0.15,0,0,11.64,0,0,0,9.55999999999999,0.06,0.45,0,3.34,0.9,0.4,0.4,0,0,0.02,0,0
0,5.8,0,0,0,4.31,0,0,0,0,0.14,0.32,0,0,12.14,10.95,0,0,5.36,4.73,3,0.2,5.29,0,1.57,0,0.05
0,0.4,0,1.04,0.12,4.25,0.18,0,0.09,0,0.28,2.45,0.04,0,18.73,5.2,0.94,0.8,0.42,3.17,9.2,5.2,7.5,0,9.37,0.02,0.02
0,0,0,0,2.01,2.04,1,0,0,0,0.08,0.75,0.34,0,17.92,5.49,3.3,0.66,0.18,1.31,3.4,2,0,0.06,8.28,1.8,0
0,0,0,0,0.16,4.59,1.68,0,0,0,5.13,0.04,0.12,0.02,19.97,0,0.64,0.1,0.12,0.18,0.2,0,5.19,0,1.23,0,0
0,0.2,0,0,0.04,4.8,0,0.67,0,0,0.38,0.68,0.04,0,14.69,0,0,0,1.02,1,0.4,4.8,0,0.5,0,0,0
0,0,0,0,0,6.64,0,0.28,0.03,0,0.06,0,0,0,18.46,0.5,0,0,0,0.76,0.8,0,0,0.02,0,1.34,0
0,0.2,0.02,0,0.81,3.11,0,0.34,0,0,0,0,0,0,24.9000000000001,1.15,6.26,0,0.02,0.23,3,0.4,2.33,0,1.24,0,0.04
0,0,0.02,0,0,3.24,0,1.1,0,0,0,0,0,0,21.63,1.66,0,0,1.83,8.03,7.4,5.2,6.28,0,0,0,0
0,0,0,0,0,3.66,0,0.16,0,0,2.47,0,0,0,23.2300000000001,5.91,0,0,0,0.1,1,0.4,2.02,0.04,0.8,0.86,0
0,0.2,0.02,0,0,6.59,0,0.06,0.08,0,1.15,0,0,0,21.84,4.66,0,0,0.06,0.11,2,6.8,0,0.1,0,1.69,0
0.36,4.6,0,19.35,2.24,21.11,0,1,7.99,2.82,0.02,0,0.3,0,15.46,0.08,3.39,0,0.1,0.1,0.2,0,0,0.17,0.04,0,0
0,26,0,0,0.02,2.37,0,0.04,0.3,8.75999999999999,0.04,0,0.18,0,1.14,0.08,0.06,0,0.08,0.16,0.2,0,0,0.04,0,1.15,0
0,16.2,0.02,0,0,4.22,0,5.26,0,0,4.25,0,0.1,0,4.48,0.1,0,0,0.08,0.16,0.2,0,0,0,1.37,3.45,0
0,0.2,0,0,0,0.65,0,0,0,0,7.44,0,0.06,0,8.42999999999999,0.65,0.04,0,0,0.2,0.2,0,0.44,0,0,0.02,0.06
0,0.2,7.99,0,0,3.75,0,0,0,0,2.85,0,0.02,0,10.62,5.25,0,0,0,0,0.2,0,0,0,0,0,0.02
0,10.8,0,0,0,1.12,0,0,0,0,0.25,0,0,0,6.67999999999999,19.92,0,0,0,1.65,3.6,0,0.67,0,0,0,0
0,20.8,0,0,0,6.98,0,0,0,2.21,32.24,0,0,0.28,8.14999999999998,5.00999999999999,0.02,0,0.02,0.06,0.2,0,0,7.52,0,0.18,0.02
0,5.8,0.02,0.84,0.2,1.16,0.2,0,0,1.14,5.95,0.93,0,0,0.78,0.28,0.96,0,0.02,0.1,0.2,3.4,0,12.05,7.73,3.41,0
0,2.8,0,0,5.58,0.55,2.78,0.1,0.14,3.24,3.35,0,0.36,0.02,2.12,15.97,1.24,0,0.02,0.12,0,0,0,4.61,1.81,2.12,0.02
0,5.8,0,0.02,0,7.53,1.92,0.87,0.02,0.57,10.01,0,0.1,0,5.86999999999999,12.31,0,0,0,0.18,0,0,0,0.16,0,0,0
0,20.6,0,0,0,2.22,0.32,0.02,0,0,11.97,0,0,0.02,3.79,3.5,0,0.38,0,0.22,0.8,0,0,0.1,0,0.16,0.02
0,1,0,1.59,1.82,1.02,0.2,0,0,0.06,16.93,0.02,0.38,0.06,5.74999999999999,21.56,0.63,0.28,0,0.14,0,0,0,0,2.64,0.11,0
0,21.2,0,1.19,2.05,6.16,0.06,0,0,2.25,23.81,0,0.18,0.07,4.02,11.2,2.14,0,0.03,0,0,0.8,0.83,0,4.15,0.02,0
0,23.6,0,0.02,0,1.47,0,0.18,0.02,0.08,15,0,0.1,0.02,6.15999999999999,3.25,0,0,0,0,0,0,0,0,0,0.14,0
0,0.4,0,0,0,2.04,0,4.68,0.02,0.06,26.79,0,0.06,0.08,12.06,14.05,0,0,0.04,0.08,0,0,0.14,0,0,0,0.07
0,2,0,0.02,0,2.38,0,1.05,0,0.02,0.85,0,0.02,0.08,4.61999999999999,0.6,0,0,0.57,1.94,0,2.4,0.41,0.11,0,0,0
0,0,0.02,0,1.67,2.84,0.7,0,0,0,1.71,0.13,0,0,6.11999999999999,3.48,0.24,2.5,0.15,3.62,0,2.2,0.09,0,2.24,0,0
0,0,0,0,0,16.58,0,0,0,0,0,0.29,0,0,2.53,12.34,0,0.87,0.15,13.2,0,7,0,0.04,2.57,0,0
0,8,0,1.2,0.1,9.76,0.36,0,0,0.25,7.78,0,0.04,0.31,4.61999999999999,1.86,0,0,0,0.08,0,0,0,0,1.57,0,0.02
0,6.6,0,0,0,9.29,0,0,9.1,1.71,25.21,0,0.02,0.02,3.92,0.89,0.12,0,0,0.08,0,0,0,0.91,0,0,0.02
0,3.8,0,0,0,2.47,0.28,1.4,0.11,0,2.01,0,0,0.03,6.00999999999999,0.02,0,0,0,0.16,0,0,0,0,0.36,0,0
0,0,0,0,0,4.75,0,0,0,0.28,0,0,0,3.04,8.15999999999998,9.63,0.04,0,0.18,3.71,0,2.2,0.1,0,0.26,0,0
0,0.6,0,1.54,0.14,1.63,1.22,0,0.19,6.88,0.56,0,0,6.44,4.79,23.27,0,2.24,0,0.42,0,1.2,0.02,0,1.52,0,0
0.33,3.6,0,2.68,0.04,0.76,0.82,0,0,43.35,6.33,1.81,0,0.55,2.56,15.57,0.55,0,0,0.16,0,0,0,5.02,5.57,0.02,0
0.8,4.8,0,4.42,2.84,0.84,0.76,0.04,0,2.08,1.19,0,0.08,3.36,5.70999999999999,0.14,4.59,0,0,0.38,0,0,0,1.19,0,1.21,0
0.08,10.4,0,0.12,0.14,6.21,0.02,0.02,1.46,0.32,0.9,0,0.04,0.69,3.86,25.65,19.03,0,0,0.18,0,0,0,1.62,0,1.09,0
0,0.6,0,0,0,3.66,0,0.06,0,0,10.88,0,0.02,0.02,8.08999999999999,0.58,0.08,0,0.02,0.89,0,0.2,0.22,1.47,0,0,0
0,0,0.05,0,0.02,2.8,0.38,0,0,0,0.92,0,0,0.09,12.5,3.34,0.04,0,0.5,34.59,0,29.8,36.34,0.17,2.4,0.2,0
0.45,0.2,0.02,1.08,1.71,5.58,0.36,0,0,0,0.04,2.43,0.16,0.1,11.78,10.89,4.49,4.69,0.25,16.96,0,15.2,7.78999999999999,0,4.99,0.02,0
0.04,0.2,0.02,0.04,3.67,2.72,0.58,0,0,0.51,0,0.09,0.1,0.31,10.23,8.29,2.62,0.08,0,0,0,0,2.82,0.18,3,0,0
0,5,0,0,0,2.38,0.12,0,0,0,0,0,0,0,11.42,8.66,0,0,0.02,0.32,0,0,3.46,0,0,0,0
0,1.2,0,0.04,0,2.1,0.02,0.06,0.02,0,0,0,0,1.23,13.05,8.04,0,0,0,0.18,0,0,0,0.12,0,0,0
0,2,0,0,0,15.47,0,0,0,0,3.01,0,0,0.11,10.7899999999999,0.14,0,0,0,0.12,0,0,0,0,0,0,0
0,0,0.02,0,0,15.48,0,0,0,0,0,0,0,0.11,3.6,0.92,0.02,0,0,1.68,0,3.6,0,0,0,0,0
0,0.2,0,0,0,14.8,0,0,0.04,0,0.08,0,0,0.57,3.58,17.36,0.04,0,0,0.18,0,0.6,0,0.02,0,0.46,0
0,0,0.02,0,0,12.64,0,0,0,0,0,0,0,0,0.56,0.2,0,0,0.02,0.16,0,0,0,0.27,0,0,0
0,0,0,0,0,8.22999999999999,0,0.02,0,0,0,0.22,0,0,0.1,0.14,0.02,0,0.16,1.98,0,0.6,0.19,0,4.05,0,0
0,0.4,0,0,0,11.1,0,0,0,0,0,0,0,0.14,0,0,0,0,0.02,0.2,0,0,0.12,0,0.02,0,0
0,5.2,0,0,0,22.0600000000001,0,0,0,0,9.99,0,0,0,0.3,22.54,0.97,0,0,0.47,0,1.6,36.47,0,0,5.74,0
0,0,0,0,0,26.0300000000001,0.7,0.03,2.91,0,2.71,0,0,0.74,0.54,4.99,0,0,0,0.06,0,0,0,0.02,5.07,0,0
0,0,0,0,0,14.11,0,0.05,0.17,0,0.12,0,0,0,0.42,0.04,0,0,0,0.16,0,0,0,0,0,0.02,0
0,0,0,0,0,11.67,0,0.02,0,0,0,0,0,0,0,0,0.06,0,0.06,0.1,0,0.2,0,0,0,0,0
0,0,0,0.02,0.02,10.7,0,0.06,0,0,0,0,0,0,0,0,0.08,0,0.43,5.09999999999999,0,16.4,1.65,0,0,0,0
0,0,0,0,0,12.52,0,0.11,0.07,0,0,0,0,0,0,1.68,0,0,0,0.1,0,0,0,0,0,0,0
0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0.04,0,0,0.02,0.12,0,0.2,0,0,0,0,0
0,0,0,0,0,1.81,0,0,0,0,5.2,0,0,0.02,1.04,0.02,0,0,0.27,5.55,0,5,1.06,0,0.17,0,0
0,0,0,0,0,15.28,0,0,0.26,0,0.02,0,0,0,0.62,1.36,0,0,0.47,0.88,0,0.2,0,0,0.06,0,0
0,2.4,0,0.02,0,13.54,0,0.04,0.04,3.71,0,0,0,0.11,0.2,0.2,0,0,0.08,0.56,0,0,3.07,0,0,0,0
0,0,0,0,0,13.74,0,0,0,0.98,12.23,0,0,0.15,0.06,16.28,0.02,0,0,0.14,0,0.2,0,0,0,0,0
0.29,27.2,0,12.61,25.83,8.65,1.26,0,2.28,2.6,0.23,13.7,0.18,0,0.1,36.1600000000001,18.01,0.02,0.02,0.2,0,0.2,0,0,0,0.04,0
1.15,17,0,41.61,11.43,19.35,0.84,22.09,0.77,1.09,24.28,29,0.16,0,0.06,17.2,18.27,1.58,0,0.22,0,0,0,4.78,15.6,0,0.02
0,1,0,6.88,0.12,13.05,0.56,0,0,0,2.4,30.67,0.14,0.1,0.61,2.03,1.79,1.04,0,0.12,0,0,0,0.16,0.04,0.31,0.06
0,7.2,0,0.38,0.73,16.23,0.4,24.59,0,0.16,0,3.02,0.12,0,0.49,0.2,2.47,0,0,1.09,0,0,0,0,0.33,0,0
0,0,0,0.02,0,8.79999999999999,0.32,0.02,0,0,0,0,0.08,0.02,0.24,27.49,0,0,0,0.1,0,0.4,0,0,0,0.04,0
0.69,1.6,0,0.35,0,11.49,0.24,0.05,0.14,0,1.89,3.2,0,0,0.72,0.04,2.07,0,0,0.02,0,0,0,0.33,3.97,0,0
0,15.6,0,1.56,3.78,14.19,0.12,0.17,0.04,4.39,9.07,0,0.02,0,0.21,4.99,4.85,0,0.04,0.16,0,0,0,0.87,0.04,0,0
0,3,0,0.06,6.84,16.37,0,1.59,0.02,3.46,10.34,0.19,0.16,0,0.08,13.41,54.59,0,0.06,0.16,0,0,0,4.64,0,1.12,0.19
0.04,21.2,0,0,9.78999999999999,10.49,2.4,0.43,0.04,1.94,14.52,0,0.02,0.18,1.16,1.4,8.49,0.61,0,0.27,0,0.2,0,2.61,0,0.19,0
0,20.4,0,37.89,1.19,9.02000000000001,2.02,54.59,0.06,11.19,0,0.24,0.18,0,0.89,2.61,0.53,0.13,0.02,0.1,0,12,0,6.57999999999999,7.17,0,0
0.3,5.8,0.02,7.78999999999999,12.29,11.78,0.8,20.22,0,0.67,0.81,3.34,0.12,0.02,0.46,35.37,17.87,0.02,0,0,0,0.2,0.13,1.69,11.22,0,0
0,15.2,0,0,0,9.98999999999998,0.48,0.02,0,0,7.46,0.18,0.06,0,0.61,0.1,0.04,0,2.21,10.71,0,13.2,14.04,0.06,3.27,0,0
0,3.8,0.02,0.04,0,8.87999999999999,0.34,0.05,0,0,11.47,0,0.04,0,0.18,1.75,0.79,0,0.18,15.05,0,24.2,14.74,0,5.95,0,0
0.02,14,0.02,0,3.33,23.95,0.34,20.91,0,0.04,1.27,7.54,0.02,0.04,0.7,2.56,1.06,0,0.04,16.5,0,7,19.83,0,0.04,2.86,0.02
0.16,12.8,0.04,13.3,42.58,6.78999999999999,0.36,0.02,0.02,0,4.34,2.16,19.47,0,0.55,17.55,33.73,6.72,0.02,2.77,0,8,1.13,8.7,0,2.85,0
0.3,0,0,9.64,5.89,12.21,0.34,28.49,0,0,10,5.39,7.7,0,1.23,5.91,1.28,11.62,0.04,0.35,0,3,0.1,11.54,0,0.02,0
0,0.2,0.02,0,0.53,9.65999999999999,0.3,0,0,2.1,0.06,3.17,0.84,0,0.63,0,0,0.04,0.02,27.71,0,42.4,5.27,0.16,0,0,0
0.02,0,0.02,0,0,29.0800000000002,0.54,0.85,0,0.12,0.02,0,0,0,0,0,0,0.06,0.08,3.19,0,0,0.36,0.52,0,0,0
0.18,0,0.06,1.43,0.82,16.08,5.21999999999998,38.6,0.02,0,0.27,1,3.18,0,0,0,4.8,1.01,0,0.1,0,0,0,0.37,0,0.05,0
0,0,0,0.04,0.14,5.53,3.34,0,0.02,8.77,0.04,0.43,1.2,0,0,0.6,0.5,0,0.02,0.14,0,0,2.3,0.12,0,0,0
0,0,0.02,0,0,10.88,2.22,0,0,0.02,2.13,0,0,0,0,0.04,0,0,0,0.83,0,0.4,0.04,0.02,0,0,0
0,0,0,0,0,21.24,0.64,0,0,0,0.08,0.09,0,0,0.36,1.2,0,0,0.16,39.02,0,77.8,90.64,0.14,0,0,0
0.64,0,0.02,0.94,9.05,19.13,0.12,0.02,0,2.53,0.02,0.47,2.97,0,0.1,9.85,6.29,6.12999999999999,0.08,61.6300000000001,0,63.8,58.34,0,0,0,0
0.28,4.4,0,19.08,5.05,12.89,0.16,0.06,0,0.84,1.31,0.36,15.19,0.04,0.18,13.3,4.67,6.07,0.16,66.93,0,60.8,22.7,0.04,0,0.61,0
0.29,1,0.06,0.04,3.01,14.42,0.24,16.7,0,2.88,0.26,0.15,0.42,0.07,0.08,12.87,2.51,1.07,0.03,66.98,0,79.0000000000001,14.01,4.36,0,0.17,0
0.08,20.6,0.02,12.31,6.4,16.66,0.32,2.85,0.3,0.06,4.66,23.35,16.38,0,0.39,32.89,9.28,6.69,0,25.04,0,37.2,3.74,26.14,0,0.49,0
0.24,7.4,0.02,4.8,1.9,5.55,1.02,0.02,0.07,1.24,11.55,10.75,0.8,0.02,0.04,9.82999999999999,4.23,10.87,0,0.18,0,0.2,0.08,2.69,0,0,0.02
0.1,13.2,0.02,4.97,16.44,2.38,3.78,0.06,0.02,0.18,7.25999999999999,11.79,17.09,0,0.88,39.47,10.43,0.32,0,0.16,0,0,2.15,14.18,0,0.18,0
0.04,0.2,0.02,5.32,2.73,5.66,2.14,0.04,0,4.72,5.4,0.14,7.47,0.02,0.6,17.93,0.49,64.11,0,0.41,0,0,2.06,3.5,0,0.04,0.02
0,0,0.02,8.64,9.74,8.09,0.74,44.47,0,0.08,5.03,0,10.51,0,0.34,3.4,4.69,17.93,0,2.36,0,7.6,2.42,0.77,0,0,0
0.46,0.8,0.04,31.08,41.29,8.63999999999999,1,0,0,11.06,4.27,2.04,17.87,0,0.06,0.53,42.17,15.07,0,22.58,0,4,0.17,3.26,0,0.02,0
0,1.8,0.02,52.62,24.05,8.18999999999999,0.36,0,0,6.82,7.4,6.47,14.98,0,0.02,0.08,10.54,0,0,0.16,0,0,0,1.5,0,0,0
0.2,0.4,0,71.11,7.57,10.45,0.38,2.37,0,0.87,3.28,0.04,7.91,0,0,13.12,4.85,0.02,0,2.89,0,0,0,4.26,0,0.04,0
0,0,0.04,22.09,4.62,2.96,0.42,143.03,0,0,6.45,6.27,1.58,0,0,3.53,1.83,1.67,0,2.92,0,15.2,19.92,29.18,0,0.02,0
0.29,0.2,0.02,15,8.36999999999997,7.59999999999999,0.26,0,0,0.78,11.71,32.9200000000001,12.89,0,0,0.04,11.84,0.14,0.12,0.1,0,0.8,0.1,1.04,0,0,0
0,0,0.22,0.35,1.04,5.38,0.28,0.02,0,0.14,0.02,7.30000000000001,1.7,0,0,0,0.37,0,0.2,0.18,0,0,0,0.14,0,0,0
0,0,0.02,1.98,0.960000000000001,9.42999999999999,1.32,0,0,0.06,0.04,0,0,0,0,0,0.22,1.2,0.14,0.12,0,0.4,3.11,0,0,0.05,0
0,0,0,0.16,0.02,20.36,0.28,0,0,0.04,0.04,0,0,0,0,1.61,0.18,0.2,0.22,0.12,0,1.2,2.32,9.64,0,0,0
0,0,0.02,0.18,0.12,15.82,0.2,0.1,0,0.84,0.2,0,0.08,0,0,0,0.1,0.17,0.12,0.02,0,0,0,0.08,0,0,0
0.4,0,0.05,1.05,0.36,21.67,0.18,0.05,0,0.06,0.06,0,0.41,0,0,0,0.14,17.9,0.95,7.58,0,0.2,0.57,0.32,0,0,0
0,0,0.09,1.47,0,9.30999999999999,0.26,0,0,0.08,0.06,0,0.23,0,0,0.55,0.1,3.41,2.87,1.91,0,3.6,2.58,0.12,0,0,0
0,0,0.39,0.08,0,18.04,0.18,0.06,0,0,0,0,0,0,0,0,0.1,0,2.18,0.8,0,13.6,1.52,0,0,0,0
0,0,0.02,0.04,25.82,16.31,0.36,0.02,0,4.64,0.02,0,2.59,0,0.14,42.39,0.38,0.1,0.13,0.22,0,0.4,0.26,17.57,0,0,0
0.75,0,0.02,0.06,0.32,6.1,3.03,0.06,0,0.1,0.38,1.73,2.28,0.02,0.04,11.86,0.06,4.25,0.1,1.07,0,1.2,0.02,0.3,0,0.04,0
0,1.4,0,3.92,35.75,22.8400000000001,0.6,24.67,0,0.02,0.09,0.02,26.61,0,0.06,22.97,14.24,2.29,0.22,0.14,0,0,8.63,0.16,0,1.53,0.02
0.23,0.2,0.04,59.07,1.91,11.68,3.89,0,0.65,4.91,3.64,0.55,5.72,0,0.04,0.24,2.06,7.57,0.66,10.8,0,0.2,1.95,0.06,0,0,0.02
1.58,0,0.22,12.44,3.19,6.25999999999999,0.1,0,0,21.16,0.04,3.82,9.81,0,0,0.2,7.22999999999999,0,0.16,0.14,0,0,0.72,1.04,0,0,0
0,0,0,0.2,0,2.36,2.57,0,0,0.12,0.18,0.08,0,0,0,0.06,0.06,0,0.29,0.22,0,0,0,0.2,0,0,0
0,0,0.02,0.12,0.08,20.63,0.76,0,0,0.08,0.12,0,0.04,0,0,10.14,0.12,0,0.06,0.02,0,0.2,0,6.48,0,0,0
0,0,0.02,0.08,0,8.88999999999998,8.37999999999999,0,0,0.06,0,0,0,0,0,5.1,0.16,0,2.21,6.49,0,0,1,0.16,0,0,0
0,0,0.02,1.04,0.02,11.32,2.46,0.02,0,0,0.96,0.96,0.71,0,0.06,0.22,0.08,4.57,2.56,5.71,0,0,0,5.17,0,0,0
0,0,0.02,0.08,0,7.54999999999999,0.1,0,0,0.6,0.12,0.12,0,0,0,0.1,0,0.02,0.26,0.18,0,0,0,0.18,0.12,6.39,0
0,0,0.12,0.08,0,3.9,0,0.02,0.29,0.04,0.02,0,0,0,0,9.38,0,0,0.26,0.12,0,0.6,0,0.14,0.04,0,0
0,0,0,0.12,0,18.27,0,0,0.08,0.02,0.24,0,0.02,0,0,0.74,0,0,0.18,0.14,0,0,0,0.18,0,0,0
0,0,2,0.08,0,8.59999999999999,0,0,0,0.04,0.06,0,0,0,0.04,0,0.04,0,0.45,3.04,0,0.2,0,0.12,0,0,0
0,0,0.04,0,0,8.15,1.37,0,0,0.02,0.02,0,0,0,0.08,0,0,0,3.48,17.01,0,0,3.43,0.02,0,0,0
0,0,0,0.16,0,16.46,0,0,0,0.02,19.6,0,0.65,0.02,0,0,12.81,0,0.1,0.49,0,0.4,0,4.36,0,0.05,0
0,3,2.02,5.76,0,12.81,6.93,0,0,3.2,1.27,0,10.71,0,0,0,6.88,2.03,1.35,0.83,0,0.4,0,7.18,0,0,0
