TA00020,TA00021,TA00023,TA00024,TA00025,TA00026,TA00027,TA00028,TA00029,TA00030,TA00054,TA00056,TA00057,TA00061,TA00064,TA00065,TA00066,TA00067,TA00068,TA00069,TA00070,TA00071,TA00072,TA00073,TA00074,TA00076,TA00077
0,0,0,0,1.48,2.62,0.02,0,0.02,0.02,9.45,0,3.71,0,8.61,0.06,4.85,0,0.55,0,36,46.2,0,0,1.37,0.87,0
0,0,0,0,3.77,1.53,0,0,0.65,0.1,12.54,0,0.19,0,0.55,0.26,1.96,0,0,0,1.6,12.6,0,0.12,0.08,3.81,0
0,0,0,0.06,0.29,1.62,0,0,0,0,0.12,0.04,0,0,8.23,1.68,0.06,0.04,0.18,0,10.2,6.2,0,0.14,0,0.32,0
0,0,0.34,0,0.08,2.73,0.12,0,0,0,0.06,0,0,0.02,5.13,4.52,0.02,0,0.32,0,29.8,43,0,0,5.79,0,0
0,0,0.02,0,0,2.86,0.02,0,0.04,0,0.02,0.06,0,0,42.73,5.31,0.31,0.02,0,0,7.8,12.6,0,0.02,0.87,0,0
0,0,0,0.06,0,2.27,0,0,0,0.12,0,0,0,0,0.08,0.16,0,0,0.02,0,39.2,39.2,0,0.04,3.52,0.27,0.02
0,0,0.12,0,0.21,4.35,0.06,0,0,0.04,2.3,0,0.14,0.03,3.51,4.51,0.22,0.02,0.02,0,9.4,10,0,0,2.13,1.41,0.02
0.06,0.2,0.12,0.06,0,3.94,0.06,0,0,0.08,0.06,0,0,0.02,4.47,14.07,0,0.1,0.02,0,2.2,9.6,0,0.04,0.13,0.1,0
0.02,2.8,0.02,0.08,0.02,4.61,0,0.02,0,0.1,0,0,0,0,0.08,0.16,0.04,0,0,0,0.2,0.6,0,0.12,0.04,0,0
0.06,10.6,0.14,0.12,0.12,2.62,0,0.02,0.08,0.06,0.04,0,0.04,0,0.12,30.5,0.12,0.1,0,0,0.4,0.2,0,0.1,0.12,39.96,0
0,0.2,0.08,0.04,0.6,4.43,0,0.09,0.04,0.12,6.57,5.28,0,0,3.11,5.50999999999999,0.06,0.04,0.22,0,3.4,3.8,0,0,0.02,6.28,0
10.18,1.4,0.07,56.8000000000001,2.09,1.41,1.92,1.93,0.03,2.53,5,19.76,4.22,0,0.18,2.78,16.13,13.92,0,0,2.6,0,0,9.82999999999999,11.77,0,0
0.6,15.6,0,12.09,4.16,6.00000000000001,1.86,1.25,0,13.19,7.69,15.22,0.92,0,44.66,0.06,15.74,57.91,0,0,0.2,0.2,0,0.04,24.71,1.9,0
0,3.2,0.1,0.1,0.37,1.55,0.56,0,0,0.18,0.06,3.46,0.44,0,2.54,1.54,0.35,0.08,0.35,0,7,10.8,0,0,4.52999999999999,0.58,0
0,0.4,0.02,0,0,6.15999999999999,0.42,0.02,0.33,0.04,1.58,0,0,0,1.87,5.91,0,0.02,0.02,0,0.4,0.6,0,0.02,0.83,1.8,0
0,18.8,0.02,0.02,0,5.56,0.24,0,0,0.14,0.02,0,0,0,0.14,25.45,0,0,0.11,0.8,5.6,25.2,0,0.06,0,0.02,0
0.06,0.2,0,0.12,0,2.17,0.04,0.02,0.42,0.12,4.57,0,0,0,1.72,6.87,0,0.12,0.09,4.4,1.6,14.6,0,0.12,0.02,0.31,0
0,0,0.02,0,0,3.05,0,0,1.08,0,0.14,2.2,0,0.02,6.34,0.08,0,0,0.6,15.64,11.2,45.6,0,0.1,0.08,0.04,0
0,0.2,0,0,0,13.81,0,0,0,0.06,0,0,0,0.09,5.7,40.9,0,0,0.08,0.17,0,1,0,0.1,0.04,0,0
0,27.6,0,0,0,3.44,0,0,0,0.02,0.08,0,0,0,8.69,0.1,0.04,0.02,0,0,0.2,0.2,0,0.14,0.52,0,0
0.04,0.2,0,0,0,4.16,0,0,0,0.1,0.08,0,0,0.02,2.45,1.24,0,0,0,0.65,0.2,0.8,0,0.04,0.44,0,0
0,1.4,0.02,0,0,3.91,0,0,0.08,0.1,0.22,0,0,0,3.37,15.65,0.02,0,0,2.05,0,2.2,1.34,0.1,0,1.41,0.09
0.04,1,0,0.04,0.02,2.6,0,0,0,0,0.61,0,0,0.02,3.7,11.48,0.08,0,0,0.14,0,0.6,0,0.18,0,0,0
0.04,0,0.02,0.02,0,10.87,0,0.02,0.02,0,2.42,0,0,0.48,2.46,2.15,0,0.02,0,0.18,0,0.8,0,0.14,0.02,0.54,0.02
0,0.4,0.17,0,0,4.11,0,0,0,0.04,0.06,0,0,0,0.57,3.32,0.02,0,0,0,0,0,0,0.06,0,0,0
0.06,0,0,0.04,0,4.69,0,0,0,0.1,0.1,0,0,0,3.28,0.1,0.02,0.08,0.2,0.51,0,1.8,0,0.1,0,0,0
0,0,0.02,0.14,0.2,4.29,0,0,0,0,0,0,0.06,0,0.06,0.12,0.13,0.06,1.18,4.04,0,1,1.91,0.06,5.95,0,0
0.04,0,0.02,0,0.06,5.3,0.04,0,0,0.08,1.41,1,0,0,0.26,12.17,0.08,0.04,0.48,3.2,0,1,0,0.02,0.7,0,0.02
0,2.6,0.02,0,0,4.39,0.04,0,0,0,0.04,0,0,0,0.06,0.22,0.14,0.06,0.04,0.3,0,0,1.65,0,0.04,0,0
0,19.8,0.02,0.02,0,1.63,0,0.16,0,0.02,1.01,0,0.08,0,1.46,3.64,0,0,0,0.22,0,0,0,0,0.92,10.76,0
0,0.2,0.02,0,0,1.54,0,0,0.04,0,1.32,0,0,0.04,0.94,11.05,0,0,0.04,0.16,0,0,0.21,0,0.43,3.21,0
0,0.2,0.02,0,0,4.47,0,0,0,0.04,0.08,0,0,0,0.08,16.46,0,0.06,0.06,0.55,0,5.6,0.45,0,0,0.1,0
0,0,0,0,0,2.72,0,0,0,0.02,0,0,0,0,3.26,0.1,0,0,0.4,4.38,0,1.8,0,0,0.1,0,0
0,0,0,0,0,0.28,0,0,0,0,0.3,0.04,0,0,2.44,0.46,0,0.04,0.29,0.06,0,5,6.3,0,0,0,0
0,10.4,0.02,0.02,0,13.89,0.28,0,0.02,0.04,1.94,0.2,0,0,1.03,0,0,0,0,0,0,0,0,0.1,0.12,0,0
0,0.2,0,0,34.93,6.54000000000001,0.08,0,0,0,27.83,0.28,4.36,0.02,0.02,0,15.26,0,0,0,0,0,0,1.83,0.08,3.89,0
0,1.6,0,0,0,2.91,0,0,0,1.53,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0
0,0.2,0,0,0,3.02,0,0,0,0.04,4.96,0,0,0,0.12,0.1,0,0,0,0,0,0,0,0.1,0,0,0
0.04,0.4,0.02,0,0,3.28,0,0,0,0.02,0.02,0,0.22,0,0,1.45,0,0,0.47,0.05,0,14.8,7.32,0,0.19,0,0
0,9.4,0,0,0,2.62,0,15.59,0,0.14,0.09,0,0.02,0,1.25,0.4,2.92,0,0.22,0,0,5.4,4.99,0.08,0.19,0,0
0,0.2,0,0,0,3.84,0,0,0,0.02,0,0,0,0,2.66,1.38,0.02,0.02,0,0,0.2,0,0.38,0.04,0,0,0
