ACME,ADAX,ALTU,ALV2,ANTL,APAC,ARD2,ARNE,BEAV,BESS,BIXB,BLAC,BOIS,BOWL,BREC,BRIS,BROK,BUFF,BURB,BUTL,BYAR,CALV,CAMA,CENT,CHAN,CHER,CHEY,CHIC,CLAY,CLOU,CLRM,COOK,COPA,DURA,ELRE,ERIC,EUFA,FITT,FORA,FREE,FTCB,GOOD,GRA2,GUTH,HASK,HECT,HINT,HOBA,HOLL,HOOK,HUGO,IDAB,INOL,JAYX,KENT,KING,LAHO,LANE,MADI,MANG,MARE,MAYR,MCAL,MEDF,MEDI,MIAM,MINC,MRSH,MTHE,NEWK,NEWP,NINN,NOWA,OILT,OKCE,OKCN,OKCW,OKEM,OKMU,PAUL,PAWN,PERK,PORT,PRYO,PUTN,REDR,RETR,RING,SALL,SEIL,SHAW,SKIA,SPEN,STIG,STIL,STUA,SULP,TAHL,TALI,TIPT,TISH,VANO,VINI,WALT,WASH,WATO,WAUR,WEAT,WEST,WILB,WIST,WOOD,WYNO,BURN,FAIR,KETC,NRMN,SLAP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.51,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.02,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.51,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.02,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.51,0.0,0.0,1.02,0.25,0.0,0.0,0.0,0.0,0.76,5.08,0.0,0.51,0.76,1.02,1.78,0.0,3.81,0.0,0.0,0.25,0.0,0.25,0.51,0.0,0.0,2.03,0.0,0.25,0.0,0.25,1.02,0.0,2.54,0.0,0.0,0.25,1.78,0.0,0.0,0.0,0.0,2.03,0.0,0.51,0.76,0.0,0.0,0.0,0.51,0.76,0.0,0.0,0.0,3.05,0.25,0.25,0.0,0.0,2.03,0.0,0.0,0.51,0.0,0.0,2.54,3.05,0.25,5.08,0.0,1.78,0.25,4.06,0.76,2.54,3.3,0.0,0.0,0.0,2.54,0.51,0.0,0.0,0.0,1.78,0.0,0.0,0.25,0.0,0.25,0.51,0.25,0.25,1.27,0.0,0.0,0.0,0.0,0.0,0.76,0.25,0.51,0.0,1.02,0.51,0.0,0.0,0.25,0.0,0.0,0.0,0.76,0.0,0.25,0.0,0.51,0.0
0.25,1.27,0.0,0.0,1.52,0.25,0.0,0.0,0.25,0.0,2.79,5.08,0.0,1.78,0.76,2.29,2.03,0.25,4.32,0.0,0.51,1.52,0.0,2.29,1.27,0.0,0.0,2.03,1.52,1.02,1.52,1.02,1.27,0.0,2.54,0.0,0.51,0.51,2.29,0.0,0.0,0.0,0.0,2.03,1.27,1.52,0.76,0.0,0.0,0.0,1.02,0.76,1.02,1.52,0.0,3.05,0.25,0.76,0.0,0.0,2.03,0.0,1.52,0.51,0.0,2.54,2.54,3.05,1.02,5.08,0.0,1.78,1.27,4.06,0.76,2.54,3.3,1.52,1.52,0.25,2.54,1.02,1.52,0.51,0.0,1.78,0.0,0.0,0.51,0.0,0.76,3.05,0.25,0.51,1.52,2.79,0.0,0.25,2.29,0.0,0.0,0.51,2.54,0.0,1.27,0.51,0.0,0.0,0.76,0.76,0.51,0.0,2.54,0.0,0.25,0.0,0.51,0.0
0.0,1.27,0.0,0.0,1.52,0.0,0.0,0.0,0.25,0.0,2.79,0.25,0.0,1.78,0.25,2.29,2.03,0.25,1.52,0.0,0.51,1.52,0.0,2.29,1.27,0.0,0.0,0.0,1.52,1.02,1.52,1.02,1.27,0.25,0.0,0.0,0.51,0.51,2.29,0.0,0.0,0.0,0.0,0.0,1.27,1.52,0.0,0.0,0.0,0.0,1.02,0.51,1.02,1.52,0.0,0.25,0.0,0.76,0.0,0.0,0.25,0.25,1.52,0.0,0.0,2.54,0.0,0.0,1.02,0.51,0.0,0.0,1.27,1.78,0.25,0.0,0.0,1.52,1.52,0.25,2.03,1.02,1.52,0.51,0.0,0.25,0.0,0.0,0.25,0.0,0.76,3.05,0.25,0.51,0.51,2.79,0.0,0.51,2.29,0.0,0.0,0.51,2.54,0.0,0.51,0.0,0.0,0.0,0.76,0.76,0.51,0.0,2.54,0.0,0.0,0.0,0.25,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.51,0.25,1.02,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.25,0.0,0.0,6.6,0.0,1.02,0.0,0.0,0.0,1.52,0.0,0.0,0.25,0.0,0.51,1.27,0.0,0.0,0.0,0.0,0.76,0.0,6.86,0.0,0.0,0.0,0.0,5.08,5.08,0.76,0.0,0.0,5.08,0.0,0.0,2.54,2.03,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.52,0.0,0.0,0.0,0.0,5.59,1.78,1.27,0.25,0.0,0.0,0.0,5.33,6.35,0.0,0.0,0.0,4.83,0.0,0.0,0.76,0.0,0.0,4.06,0.0,0.25,0.0,1.02,0.0,0.0,0.0,0.0,0.25,1.27,0.0,0.0,0.0,1.02,1.02,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.76,0.0,3.3,0.0,5.33,0.0,0.0,2.54,0.0,3.81,0.25,1.27,0.0,0.0,0.0,0.0,0.0,0.25,2.03,3.3,0.0,0.0,2.03,0.0,0.0,0.0,0.0
0.25,0.51,0.0,0.0,6.6,0.25,1.02,0.0,0.0,0.25,1.52,0.0,0.0,0.25,0.0,0.51,6.6,0.0,0.0,0.0,0.51,0.76,0.0,6.86,0.0,0.0,0.0,0.25,5.33,5.08,0.76,0.0,0.0,5.08,0.0,0.0,2.79,2.03,0.0,0.0,0.25,0.0,0.76,0.0,1.78,1.52,0.25,0.51,0.0,0.0,5.59,5.33,1.27,0.25,0.0,0.0,0.0,5.59,6.35,0.25,0.0,0.0,4.83,0.0,0.25,1.02,0.0,0.0,7.37,0.0,0.51,0.25,1.02,0.0,0.0,0.0,0.0,0.76,1.27,0.51,0.0,0.0,1.02,1.02,0.0,0.0,0.25,0.51,2.29,0.0,0.0,0.76,0.0,4.83,0.0,5.33,0.76,0.25,3.05,0.25,3.81,0.51,1.27,0.25,0.25,0.0,0.51,0.25,0.25,4.32,3.3,0.0,0.0,2.03,0.0,0.51,0.0,0.0
0.25,0.51,0.0,0.0,1.52,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.0,0.0,0.0,0.25,1.52,4.06,0.25,0.76,0.0,0.51,0.0,0.0,1.78,0.25,0.0,0.0,0.25,0.0,0.76,0.0,1.78,0.0,0.25,0.51,0.0,0.0,2.54,5.33,0.25,0.0,0.0,0.0,0.0,1.02,0.76,0.25,0.0,0.0,2.54,0.0,0.25,0.0,0.25,0.0,7.37,0.0,0.51,0.25,0.0,0.0,0.0,0.0,0.0,0.76,1.27,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.25,0.51,2.29,0.0,0.0,0.0,0.0,4.83,0.0,1.02,0.76,0.25,3.05,0.25,0.25,0.51,0.0,0.25,0.25,0.0,0.51,0.25,0.51,4.32,3.05,0.0,0.0,0.0,0.0,0.51,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.52,1.52,0.0,0.0,0.0,0.0,0.0,1.27,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.02,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0
0.0,0.51,0.0,0.0,1.52,0.25,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.03,0.0,0.0,0.0,0.25,0.0,0.0,0.51,0.25,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,3.56,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.52,2.03,0.0,0.0,0.0,0.0,0.0,1.27,2.29,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.51,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.02,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.25,0.0,0.0
0.0,0.0,0.0,0.0,1.52,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.03,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,2.03,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0
