TA00020,TA00021,TA00023,TA00024,TA00025,TA00026,TA00027,TA00028,TA00029,TA00030,TA00054,TA00056,TA00057,TA00061,TA00064,TA00065,TA00066,TA00067,TA00068,TA00069,TA00070,TA00071,TA00072,TA00073,TA00074,TA00076,TA00077
0.04,0,0,0.04,0,0.06,0,0,0.04,0.08,0.08,0,0,0,0,0.14,0.06,0,0.02,0.24,0.2,1.2,0,0.02,0,0,0
0.06,0,0,0.1,0.12,0.02,0,0,0.12,0.06,0,0,0.08,0,0,0,0.06,0,0.24,0.18,0,0,0,0.02,0,0,0
0.02,0,0,0,0,0.02,0.02,0.02,1.36,0,0.06,0,0,0,0,0.08,0,0,0.08,0.44,0.2,0,0,0,0,0,0.11
0.02,0,0.06,0,0,0.02,0,0.02,0.14,0.08,0.02,0,0,0,0,0,0,0,0.02,0.23,0.2,0.6,0,0,0,0,0.12
0.02,0,0,0.04,0,0.08,0.06,0.02,0.08,0.06,0.06,0.14,0,0,0,0.1,0,0,3.06,3.55,0.4,7.4,0,0,0,0,0
0,0,0.04,0.02,0,0.04,0,0.31,0.04,0.06,0.08,0.39,0,0,0,0.02,0,0,0.5,2.2,0.6,12.2,0,0,0,0.2,0.35
0,0,0.02,0,0,0.02,0,0.04,0.14,0.02,0.02,0,0,0,0,0,0,0,1.8,5.86,3.4,0.4,0,0,0,0.04,2.14
0.02,0.2,0,0,0,0.06,0,0,0.14,0.06,0.02,0,0,0,0,0.1,0.08,0,0.42,1.74,0,1.4,0,0,0,0,0.1
0,0,0.02,0,0,0.06,0,0,0.06,0.08,0.1,0,0,0,0,7.56,0.04,0,0,0,0,0,0,0,1.6,0.1,0.37
0,0,0,0,0,0,0,0.04,0.08,0.04,0.06,0,0,0,0,0.12,0,0,0.22,0.87,0.2,2.6,0,0,0.22,0.1,0.16
0,0.2,0,0,0,0.04,0.18,0,0.22,0.06,2.34,0.29,0,0,0,4.06,0.14,0,0.52,1.93,1.8,3,0,0,1.82,0.04,0
0,0.2,0,0,0,0.02,0,0,17.65,0.08,0.12,0,0,0,0,0.96,0,0,0,0.02,0.2,0,0,0,0,0,3.31
0,0,0.02,0,0.12,0.08,0,0,0.46,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.4,0,0,0,0,0.08
0,11.4,0,0,0,0.06,0.06,0.02,0.72,0.33,0.1,0,1.11,0,0,9.53999999999999,0,0,0,0,0,0,0,0.02,0,0,0
0,6.2,0,0,0,6.24,0,0.51,4.4,0.02,0.25,0,0,0,0,15.88,0,0,0,0,0,0.4,0,0,0,0,12.04
0.02,2,0,4.11,6.13,0.06,0,6.29,1.61,0.08,0.56,0.12,0.37,0,0,0.22,1.47,0,2.69,4.37,1.6,2.8,0,0,0.48,0,0.16
1.12,59.4000000000001,0,1.28,4.72,11.54,0,136.63,8.10999999999999,24.13,1.87,4.43,5.43,0,0,0.81,9.30999999999999,0,0.54,1.27,2,0.2,0,4.17,8.23999999999999,0,10.09
1.16,2.4,0.02,0.18,6.4,6.81999999999999,0,0,6.73999999999999,1.01,20.25,0.04,6.46,0,0,27.48,3.34,0,0.13,2.08,2.8,0.2,0,0,0.16,1.08,1.39
0.02,14.6,0,0.52,0.44,1.31,1.84,0.02,0.1,0.1,14.08,1.52,0.1,0,0,3.1,0,2,0.31,3.8,10,3.2,0,0.02,5.04,0.16,1.54
0.98,11.8,0,7.05,3.83,0.12,4.17,14.07,7.87,2.73,15.15,23.98,2.93,0.02,0,10.61,2.56,1.6,0.15,16.77,9.8,33.4,0.12,0.02,18.35,0.16,7.94
0.78,6.6,0,6.48999999999999,11.26,19.37,0.89,1.63,22.27,1.29,1.79,3.78,4.21,0,0,13.36,10.59,0.3,0,3.76,0.8,7.2,1.08,6.52999999999999,7.15,0.12,35.05
0.04,5.8,0,0.5,0.46,4.67,0.28,0.38,1.37,2.49,6.04999999999999,2.34,0.66,0,0,0.81,0.57,0.83,0.02,1.49,5.4,2.2,0.08,2.7,6.78999999999998,0.04,0.71
0,8.2,0,0.04,0.1,6.09,0.18,2.97,4.35,0.28,9.95,5.43999999999999,0.02,0,0,0.1,0.62,0.34,0.44,7.36,15.6,8.6,5.36,3.34,6.29999999999998,0,0.04
0,2,0,0.63,0,1.32,0,1.38,5.23,0.02,9.08999999999999,0.18,0,0.09,0,0.26,0.02,0,0.05,1.56,0.2,12,0,0.52,0.55,0,0
0,46.8,0,0,0,0,0,0.1,0.18,0,0.22,0,0,0,0,27.44,0.08,0,0.08,13.39,17,8,0,0,0.91,0.09,4.2
0,0.2,0,0,0,0.06,0,0,0.08,0,0.06,0,0,0,0,4.15,0,0,0.07,8.36,16.2,0,0,0,0.1,0,0
0.02,6,0,0.12,0.02,0.02,0,0.06,0.14,0,11.96,0,0.04,0,0,0.08,0.04,0,0,0.1,2.4,5.4,0,0.1,0,0,0.92
0.08,0,0.08,0.06,0.14,0,0,6.57,19.3,0,0.16,0,0.08,0,0,0.02,0.14,0,0.04,0.75,0.2,0.2,0,0.23,0.55,0,0.1
0,0.4,0,0.12,0,0.1,0,1.46,1.05,0,2.34,0.74,0,0,0,0.02,0.02,0.6,0,0.12,0.2,0.6,0,0,0.42,0,0.16
0,0.8,0.06,0,0,0.1,0,0,4.67999999999999,0,8.33999999999999,0,0,0,0,0,0,0,0.04,5.01,0,0.4,0,1.21,0,0,0.71
0.06,1.6,0,0,0.08,12,0,0.04,2.49,0,2.21,0,0,0,0,1.69,0.02,0,0.03,0.99,1.6,0.2,0,5.95,0,0,1.11
0.02,0.2,0,0,0,5.54,0.62,0.02,0.32,0,1.92,0,0,0,0,0.02,0.02,0,0,0.19,0.6,0,0,26.44,0.26,0.02,0.02
0,0.2,0,0,0,0.2,0,0.02,15.02,0,1.85,0,0,0,0,0.06,0,0,0,3.14,1,2,0,0,0.54,0.08,0.16
0,0,0.14,0,0,5.06,0,14.48,0.44,0,0.02,0,0,0,0.04,0.02,0,0.08,0,0,0,0,0,0.76,0.45,0,1.43
0,1.4,0.08,0.02,0.04,0.69,0,0.04,0.32,0,12.2,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0.04,0.46
0.02,0,0.04,0.06,0.08,0,0,0.17,1.96,0,2.07,0,0.02,0,0,0,0.06,0,0.02,0.06,0,0,0,1.41,0,0,0
0.04,0,0,0.04,0.06,15.83,0,0,2.97,0,15.05,0,0.02,0,0.78,0,0.06,0,0,0.1,0,0,0,0.44,0,0,6.55
0.04,0,0.02,0.02,0,3.92,0.28,0.02,2.07,0,2.24,0,0,0,0,0.04,0,0,0,0.02,0,5.6,0,0.59,0.04,0.14,0.45
0.04,9.4,0,0.04,0.04,0.1,0.28,0.08,0.12,0,4.49,0,0.02,0,0,0.12,0.04,0,0,0.06,0,0,0,0.02,0.34,0.04,0.64
0.08,0.2,0.02,0.02,0.06,0,0,0.08,0.43,0,0.2,0,0.1,0,0.91,30.3,0.04,0.02,0,4.04,0.2,0,0,0.08,0,0.4,21.46
0,6,0,0,0,2.62,0,0,3.15,0,1.18,0.64,0,0,0.1,4.09,0,0,0,4.85,0,3.8,0,0,2,0.62,1.32
0,26.2,0,0,0,0.68,0,0.08,10.8,0,1.32,0,0,0,3.13,1.42,0.41,0,0,6.54,3.8,0.4,0,0,0,0.08,0.02
0,17,0,0,0,0.34,0,0.16,0.08,0,0.08,0,0,0.02,5.1,5.49999999999999,0,0,0.02,1.63,1.2,1.2,0,0.1,0,0.08,7.3
0,2.2,0,0,0,1.4,0,0,12.67,0,0.58,0,0,0,3.64,0.04,0,0,0,4.78,2.8,1.8,0,0,0,0.06,0
0,0.4,0,0,0,20.9,0,0.11,0.12,0,0.91,0,0.02,0,8.38,1.28,0,0,0,4.78,1.4,15.4,0,0.14,0,0.02,0
0,0,0,0,0,0.76,0,0.1,0.1,0,7.8,0.6,0,0,0.04,0.02,0,0,0,0,0,0,0,0.14,0.38,0,0.22
0,1.8,0,0,0,0.18,0,0.11,4.74,0,8.61,0,0,0.04,0,0.5,0.02,0,0,0.2,0.2,0.6,0,0.08,0,1.26,2.61
0,22.2,0,0,0,6.77,0,0.4,0.86,0,0.32,0,0,0.02,0,0.22,0,0,0,0.12,0.2,1,0,0.06,0.58,1.7,0.17
0.1,1,0.08,0.02,0.02,0.12,0.4,0.02,0.32,0,4.08,0,0,0,0,0.06,0.04,0,0,0.28,0.6,0.6,0,0.06,0.08,0.28,2.07
0.04,0,0.02,0,0,36.87,0,0.4,0.76,0,2.21,0,0,0,0,0.04,0.02,0,0.11,0.22,55.2,3.2,0,0.14,0,1.08,0.54
0.02,17,0,0,0,23.17,0,0,0.06,0,14.94,0.06,0,0,2.2,2.65,0.04,0,0.12,0.14,0.4,0.8,0,0,0.73,0.38,20.71
0,7.4,0,0.1,0,1.38,0,5.95,4.62,0,0,0,0.26,0.02,3.09,0.96,0.12,0,0.06,0.08,0.2,0,0,2.61,0.56,1.32,7.47
0.04,15.6,0,0.04,0.1,0.28,0.02,0.02,2.32,0,1.05,0,0.04,0.02,17.87,3.2,0.06,0,0,0.06,0,0,0,0.06,0,0.84,1.14
0,5.4,0,0.04,0.02,0.1,0.04,0.02,0.12,0,1.87,0,0,0,6.27,2.97,0.06,0.02,0.02,0.08,2.6,0.6,0,0,0,0.12,3.13
0,0.2,0,0.04,0.02,0.04,0,0,0.12,0,0.02,0,0,0,0,0.02,0.04,0,0,0.06,0.2,0,0,0,0.17,0,0.02
0,7,0,0,0,3.35,0,0,0.32,0,15.31,0,0,0,0,0,0,0,0.04,0,0.4,0,0,0,0,0.4,0
0.02,0.2,0.02,0.08,0.1,22.88,0,4.84,0.2,0,5.75,0,0.06,0,0,0,0.08,0,0,0.06,0.4,0,0,0.3,0.1,3.09,0
0,0.6,0.33,0.02,0,0,1.65,0.11,1.56,0,1.24,0,0,0,17.75,0.57,0.06,0,0.02,0.02,3.2,2.6,0,0.08,0.14,0.52,0.02
0,2.2,0.87,0,0,0,1.61,0.07,0.14,0,0.08,0,0,0,0,0.02,0,0.04,0.04,0.04,0.6,0.4,0,0,1.5,0.1,0.64
0,40,0,0,0,23.17,0,16.48,10.02,0,2.22,0,0,0.02,1.54,0.12,0,0.4,0,0,0.2,0,0,17.95,1.09,0,0.2
0,0.2,0,0,0,0.1,0,16.85,0.18,0,19.13,0,0,0,2.83,0.06,0,0.02,0.04,0.04,0.4,0,0,3.09,0,0.06,35.22
0.02,0.2,0,0.04,0.06,0.08,0,0.16,0.18,0,10.53,0,0,0,0,0.12,0.02,0,0.02,0.02,0.2,0,0,0,0,0,0.1
0.02,0.2,0,0.06,0.04,3.7,0,0.2,0.14,0,0.12,0,0,0,0,0.16,0.06,0,0.02,0.02,0.4,0,0,0,0,0,0
0,3,0,0.02,0.02,6.46,0.02,1.48,14.33,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0.14
0,0,0,0,0,1.03,0.02,0.62,0.69,0,3.43,0,0,0,0,3.01,0,0,0.02,0.02,0.2,0,0,0,0,0.26,2.51
0,4.8,0,0,0,2.24,0,0.04,4.64,0,42.76,0,0,0,13.73,17.51,0,0,0,0.02,0.4,0,0,0,0.4,0.46,7.95999999999999
0,27.4,0,2.49,0.18,24.78,0,0.02,3.35,0,3.99,0.64,0.44,0,7.79999999999999,5.27,1.03,0,0,0.04,6.4,0,0,0,1.86,0.5,0.46
0,0.4,0,0,0,0.46,0,0,0.42,0,10.54,0,0,0.03,9.40999999999999,10.56,0,0,0.02,0.02,1.4,2.4,0,0,0.36,0.86,71.59
0,17.2,0,0,0.12,0,0.43,0.02,2.47,0,19.69,0.43,0.93,0,6.87999999999999,8.35999999999999,1.75,0.1,0.08,0.08,9.6,1.2,0,0,6.08,0.46,0.16
0,0,0.06,0,0.37,0.88,0.04,0.02,0.28,0,2.46,2.01,0.02,0,4.08,0.02,0.26,0.06,0,0.02,0,0,0,0,7.85999999999999,0.04,1.27
0,0,0,1.21,0,0,0.04,0.02,0,0,3.16,3.8,0.14,0,0,0,0.63,0,0.02,0.03,0.6,0,0,0.02,7.28,0,0
0,0,0,0,0,19.94,0,0,0,0,1.48,0,0,0,2.39,9.9,0,0,0,0.08,0.4,0,0,0,0,0.38,13.13
0,0,0,0.04,0,32.15,0,0,2.77,0,1.5,1.39,0,0.02,16.36,1.74,0,0,0.02,0.02,2,0,0,0.02,0.96,0.9,0.78
0.02,0,0,0,0.36,1.08,0,1.21,9.19,0,0.08,0.56,0,0,3.65,3.82,0.58,0,0,0,0,0.8,0,0,1.84,0.24,0.49
0,0,0,0,0,0.14,2.05,7.17,0.76,0,0.08,0.12,0,0.09,0.1,0.06,0,0.46,0.02,0.02,0.6,19.6,0,0.02,1.59,0.08,0.1
0,0,0,0,0,0,0.04,4.06,0.06,0,9.31,0,0,0,0.06,14.73,0,0.06,0,0,4.4,7,0,0.02,0.29,0.16,0.8
0,0,0,0,0,0.12,0,0.26,0.16,0,0.1,0,0,0,4.76,0.95,0,0,0,0,1,0.2,0,0.02,0.4,0.04,0
0,0,0,0.04,0,0.04,0.1,0.04,0.08,0,0,0,0,0,7.51,0.06,0,0,0.02,0.04,1.2,3.4,0,0.04,0,0.04,0
0.02,0,0,0,0.08,0.04,0.02,0.13,0.06,0,0,0,0,0,9.49,0.02,0.04,0.02,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.04,0.14,4.75,0.3,0,0.18,0,0,0,0.06,0,0.02,0.4,0.02,0.04,0.2,0,0,0,0.55,0,0.65
0,0,0,0,0,24.81,0,0.53,6.45,0,12.51,0.02,0,0,0,0,0,0.06,0.04,0.02,0.2,0,0,0.39,0.24,0,0
0,0,0,0,0.02,2.48,0.1,4.7,10.98,0,0,0,0,0,0,0,0.04,0,0,0.02,0.2,0,0,3.78,0,0,0
0,0,0,0,4.01,0.04,0,8.23,7.74,0,0,0,14.01,0,0,22.1,9.63999999999999,0,0.02,0.02,0.2,0,0,6.26,0,0,0.47
0,0,0,0,7.57,0.06,0,0.35,13.88,0,0.96,0,0.08,0,5.44,2.47,8.65,0,0,0.02,0.2,0,0,0,0,0.18,0.68
0,0,0,0,0.06,0,0,0.08,0,0,0,0,0,0,9.43,0,0.06,0,0,0,0.6,0,0,0,0.06,0.02,0
0,0,0,0,0.04,0.52,0,0.02,0.06,0,1.26,0,0.06,0,10.38,5.31,0.04,0,0,0,0.2,0,0,0,0,0.12,1.05
0,0,0,0,0,1.06,0.02,0.27,0.04,0,0.02,0,0,0,7.57,11.81,0,0,0.02,0.08,8.2,2.2,0,0,0,0.04,1.25
0,0,0,0,0,0.04,0,0.08,0,0,0,0,0,0,0.02,3.4,0,0.04,0.02,0.08,0.2,1,0,0.02,0.24,0,0
0,0,0,0,0,0.02,0.06,0.04,0.1,0,0,0,0.1,0,0,0.18,0,0,0,0,3.2,0.2,0,0,0.32,0,6.53
0.04,0,0,0,0,0.04,0.7,0.16,0.12,0,0,0,0,0,4.33,19.42,0,0,0.06,0.05,8,1.8,0,0,3.7,0.14,0.96
0,0,0,0,0,0.06,0.65,0.14,0.12,0,0.04,0.72,0,0,4.03,0.14,0.46,0,0,0.02,13.2,15.8,0,0,5.82999999999999,0.02,3.88
0,0,0,0,0.64,0.02,0.02,0.02,0.14,0,0.12,0,0,0,0.08,11.29,1.83,0,0,0,17.4,0.4,0,0,0.42,0,0
0,0,0,0.06,0,0.04,0.08,0.08,0.1,0,0.08,0.56,1.04,0,0.58,0,0,0.08,0.04,0.04,2,19.6,0,0,4.04,0,0
0,0,0,0,0,5.77999999999999,0.06,0.52,9.15,0,0.14,0,0,0,0.14,7.75,0,0.16,0.02,0.02,2.8,8,0,0,0.12,0,0
0,0,0,0.04,0,0.12,0,0.22,0.18,0,0.08,0.91,0,0.04,0.26,0.06,0,0.02,0.02,0,0.8,0.4,0,0,2.02,0,0.23
0,0,0,0,0,5.78,0,0.13,3.37,0,8.57999999999999,0,0,0,0.04,19.8,0.34,0,0.04,0.06,1.2,0.2,0,0,0.6,0,13.56
0,0,0.23,0,0.06,1.58,2.21,0.02,11.8,0,0.16,5.83,0.31,0,7.36,3.01,0.04,0.02,0,0.04,1,2.2,0,0.04,1.63,0,11.39
0,0,0,0,0,0.1,2.63,0.08,0.26,0,0.59,0.26,0,0,0.06,0,0.1,0.28,0.02,0.04,3.4,21.4,0,0,3.93,0,1.41
0,0,0,0,0,0.1,0,0.27,0.2,0,0,0,0,0,0.31,0.83,0.02,0.1,0,0.02,2,0,0,0,0.04,0,0.1
0,0,0,0,0,0.08,0,0,0.1,0,0.12,0,0,0,10.15,0,0,0,0.04,0.02,4,0.8,0,0,0,0,0.08
0.04,4.2,0,0.02,0.06,0.02,0,0.02,0.02,0,0,0,0,0,1.22,0,0.06,0,0.02,0,0.8,2.2,0,0.02,0,0,0.12
0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.56,0.71,0,0.13,0,0.06,18.2,4,0,0,0.89,0,0
0,0,0,0,0.1,0.04,0,0,0,0,0.96,5.02,0.1,0.02,1.72,13.13,0,1.54,0,0,0.4,0.2,0,0,0.23,0.2,0.06
0,6.4,0,0.02,0.02,0,0,0.04,0.31,0,0,0,0,0,1.56,0.34,0.04,0,0,0,0,0,0,0,0,0.1,0
0,0.2,0,0,0.04,9.1,0,0.07,1.4,0,0,0,0,0,1.08,0,0.04,0,0.02,0.06,1.4,0,0,0,0,0,0
0,1.6,0,0,0,5.07,0.04,0.08,5.76999999999999,0,1.42,0,0,0,5.15,2.06,0.04,0.45,0.04,0.06,0.8,7.2,0,0,0,0.48,2.51
0,0.2,0,0,0,0.17,0,0.06,21.66,0,0.53,0,0.06,0,17.44,4.86,0.02,0.06,0.02,0.02,0.2,0,0,0,0,0.62,4.8
0,3.6,0,0.02,0.02,1.04,0.02,3.9,3.02,0,0.2,0,0,0,2.17,0.39,0,0.02,0.02,0.04,0.2,0,0,0.02,0,0.26,2.32
0.02,6.8,0,0.02,3.95,0.16,0.04,0.06,0.74,0,0.16,0,0.72,0,2.54,0.25,0,0,0.02,0,0.2,0,0,0.15,0.08,0.08,0.57
0,0,0,0.02,0.81,0.43,0,1.07,1.96,0,0,0,0.02,0,0.02,0,0,0,0.02,0.04,0,0.6,0,0,0.02,0.9,0.06
0,10.8,0,0,0,2.11,2.08,0.04,1.46,0,1.53,0,0,0.11,0.06,10.72,0,0.29,0,0.02,0,0,0,0,0.4,0.22,23.35
0,7.2,0,0,0,1.62,0.02,0.07,0.1,0,2.97,0,0,0,1.53,0,0,0,0,0.02,0,0,0,0,0.12,0.06,0
0,16.8,0,0,0,4.38,0,0,29.37,0,0.32,0,0,0,4.25,15.99,0,0,0,0,0,0,0,0,0.3,0.56,2.69
0,0.2,0,0,0,0.06,0,0,0.51,0,0,0,0.66,0.02,0.02,0.08,0,0,0,0.2,0.8,0,0,0,0,0.16,0.04
0,0,0,0,0,1.75,0,0.02,1.89,0,0,0,1.48,0,0.06,15.45,0,0,0.04,0.02,1.2,0.4,0,0.51,0,0.56,3.6
0,17.6,0,0,0,3.55,0,0.04,13.29,0.02,0,0,0,0,3.34,0,0,0.66,0,0.06,0,0.4,0,0.33,0,0.66,0.02
0,0,0,0.45,18.84,4.07,0.04,0.59,0.56,0,0.08,0,1.08,0,4.59,0.02,0,0,0.04,0.04,0.2,0,0,0,0,0,0.66
0,9.4,0,0,0,1.05,0,0,3.67,0,0.96,0,0.18,0.02,1.12,13.53,0,0,0.02,0,0.2,0,0,0,0.55,0.54,34.93
0,4,0,0,0,0.97,0,0,17.25,0,19.53,0,0,0,15.86,13.4,0,0,0.02,0.06,0,4.4,0,0.52,0.73,0.92,2.17
0,0.2,1.03,0,0,3.27,0,0.04,35.39,0,4.56,23.96,0,0,23.72,0.08,0,0,0,0,37,33.8,0,0,1.37,0.32,7.11
0,0,0.54,0.23,0,0.14,0.22,0,6.49,0.02,0.12,2.69,0,0,4.12,1.93,0,0.16,0,0,1,10,0,0.67,2.52,0.54,11.52
0,0.2,0,0,0,8.98,0.04,0,10.49,0,0,0,0,0,4.54,0.06,0,0,0,0.04,0.2,0,0,0,0.33,0.06,11.98
0,0.8,0,0,0,1,0,0,1.75,0,16.87,0.83,0,0,0.04,0,0,0,0,0,0.2,0,0,0,0.19,0,0.29
8.18999999999999,10.6,0,0,0,0.87,0.08,0,8.02,0,3.45,0,0,0.02,4.67,7.60999999999999,0,0,0.02,0.02,2.4,2.6,0,4.22,0.59,0.82,3.87
2.12,1.2,0,0,0,1.1,2.99,0,0.71,0,0.57,0,0.5,0,1.15,28.62,0,0,0.02,0.02,0.2,0,0,0,1.37,0.72,0.3
0.76,0.2,0,2.67,2.89,41.27,0.93,0.02,1.56,0,0.4,10.78,0.42,0.02,2.03,21.78,0,0,0.03,0.02,0,0,0,0.02,0.35,0.44,1
0.04,5.4,0,0.24,0,1.75,0,0.08,5.47,0,14.59,3.52,0,0,9.41999999999999,9.21,0,0,0,0,0,0,0,0.02,3,0.24,0.86
0.02,0.2,0,0,0,1.49,0,0,6.25,0,0.14,0,0,0,7.23,0.24,0,0,0.02,0.02,0.2,0,0,0.02,1.29,0.1,18.31
0,0,0,0,0,0.66,0.02,0,1.28,0,2.13,0,0,0,0.02,1.37,0,0,0.02,0.04,0.2,0,0,0,0,0.02,1.71
0,0.2,0,0,0,0.1,0,675.35,0,0,0.08,0.2,0,0,0,0.04,0,0,0.04,0.02,0.2,0,0,0,0.04,0.02,1.68
0,0,0,0,0,0,0,0.05,0,0,0.21,6.29,0,0,0,0,0,0,0,0,0.2,0,0,0,6.26,0,0.06
0,0.2,0,0,0,1.02,0.8,5.7,0.54,0,0.08,0.15,0,0,6.28,1.4,0,0,0,0.06,0.2,0,0,0.02,1.35,0,0
0,0.4,0,0,0,3.25,0,0.07,0,0,0.31,0,0,0,11.64,1.59,0,0,0,0.08,0,0,0,0,3.02,0,0.04
0.02,0,0,0,0,0.1,0.02,0,0.12,0,0,0,0,0,0,0,0,0,0.04,0.04,0.2,0,0,0,0,0,0
0,0,0,0,0,0.04,0,7.51,2.54,0,0,0,0,0.02,0,0,0,0,0.02,0.02,0.2,0,0,0,0,0.66,0.67
0.04,0,0,0,0,0.04,0.04,0.1,0.26,0,2.64,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0.3,0.08
0,0.2,0,0,0,0.06,0,0.07,3.03,0,0,0,0,0,0,0,0,0,0.02,0.02,0.2,0,0,0,0.21,0.04,0.77
0.02,0,0.02,0.02,0.02,0.02,0.04,0.05,0.62,0,0.22,0,0,0,0,0,0,0,0.02,0.02,0.2,0,0,0,0,0,0.91
0,0,0,0,0,1.5,0.04,0.12,0.06,0,0,0,0,0,5.52,2.03,0,0,0.02,0,0.2,0,0,0.22,0,0,0
0,0,0,0,0,1.05,0,0.13,0.02,0,0.16,0,0,0.03,19.06,0,0,0,0.02,0.04,0,0,0,1.27,0,0.02,17.56
0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0.02
0,0,0,0,0,9.76,0,0.05,0,0,0,0,0,0,11.61,9.07,0,0,0.02,0.02,0.2,0,0,0,1.46,0.24,1.6
0,1.8,0,0,0,2.99,0,0.7,0,0,0,0,0,0,14.89,27.7,0,0,0,0,0,0,0,0,0.06,0.08,0
0,4.6,0,0,6.71,0.04,0,8.98,0.02,0,2.9,0,1.72,0,12.29,3.74,0,0,0.02,0.04,0.2,0.2,0,0.37,0,0,19.31
0,16,0,0,0,0.13,0,0.39,0.14,0,0.29,0,1.58,0.02,1.89,2.91,0,0,0.04,0.02,0.2,0.2,0,0,0,0,0.46
1.18,4.6,0,0.02,16.74,1.5,0,1.46,7.49,0,0,0.7,1.16,0.02,0.55,8.32,0,0,0,0,1.6,0,0,0,0,0,0.24
0.12,0.2,0,0,0,4.74,0,0.73,0.76,0,0,0.38,0.46,0,5.34999999999999,5.95,0,0.04,0.03,0.04,0.2,2.8,0,0,0.08,0.32,0.42
0.04,0,0,0,0,0.06,0,22.35,0,0,0,0.2,0,0,0,5.27,0,0.24,0.02,0.02,0,3.2,0,0,2.07,0.16,0
0.02,0,0,0,0,0.02,0.06,0.02,0,0,0,0,0,0,13.34,5.18,0,0.06,0,0,0.2,0,0,0,0.09,0.06,0.23
0.64,0,0,0,0,0,1.33,0.09,0,0,0.54,10.06,0,0,0.28,2.59,0,0,0.02,0.04,0,0.4,0,0.17,1.59,0.46,0.54
0.18,0,0,0.04,0.1,0.3,0,0.09,0,0,0.73,0,0.02,0,0.04,0,0,0,0.02,0,0.2,0,0,0,0.08,0.14,0.04
0.04,0,0,0,0,0,0,0.1,0,0,0.02,0,0,0,0,0.04,0,0.02,0.02,0.02,0.2,0,0,0,0,0.44,1.86
0,0,0,0.04,0.79,0,1.02,0.09,0,0,0,4.53,0.04,0,0,0.04,0,0,0.02,0,0,0,0,0.02,0.24,0,0.08
0.93,0,0.28,7.5,1.19,0.04,0,0.36,0,0,0,0.18,0.74,0,0,0.17,0,0.02,0,0.02,0.8,0.4,0,0,0.02,0.5,0.17
4.05,0,0.11,8.64,1.02,4.2,8.94,0,0.02,0,0.48,6.49,1.08,0,0.85,0.59,0,3.47,0.05,0.02,0.4,0,0,0,0.16,0.3,0.04
0.3,0,15.91,13.76,0.17,2.74,0.04,0.02,0,0,4.26,21.65,0.54,0,0.56,7.11,0,51.73,0.05,0.04,0,0.2,0,0.03,4.43,0.74,0.4
0.04,0,63.99,0.12,0.29,0.39,14.18,0.05,0,2.3,0.08,0.06,0.36,0,2.26,15.83,0,22.94,0.02,0.02,0.2,0,0,0.04,5.19,0.82,0.06
5.29,0,0,0.06,0.65,3.64,42.5800000000001,0,0,0,0.04,15.02,0.18,0.04,1.26,10.2,0,6.19,0.02,0.04,2.4,6.4,0,1.37,9.98,0.66,0.08
0.1,0,0,0,0,5.54,31.79,0.04,0,0,0.5,20.18,0,0.04,0.29,1.68,0,0,0,0,1,20.8,0,0.02,7.52,0.1,2.02
0.04,0,0,0,0,0.76,13.36,0.07,0,0,1.52,0.89,0,0,19.74,7.41,0,0.19,0.04,0.04,0,0,0,0.27,7.25,0.68,5.15
0,0,0,0,0.23,0,1.18,44.25,0,0,0.04,5.48,0.58,0,7.35,2.1,0,0,0.02,0,0,0,0,0,16.5,0.34,1.43
0,0,0,0,0,0,2.36,0,0,0,0.02,0,0.04,0,0.04,0.65,0,0,0.03,0,1.2,0,0,0,4.9,0.5,5.15
3.62,0,5.65,7.23,0.71,4.21,6.89,0.02,0,0,0.04,2.17,1.46,0,12.27,1.86,0,1.54,0.02,0.04,0,0,0,0,4.03,0.06,0.28
0,0,0,0.02,0,9.72,0,0,0,0,0,0,0.14,0,0,0.4,0,0.26,0,0.02,0,0,0,0,0.04,0.02,0.1
0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0,2.4,0,0,0,0,0
0,0,23.79,0,0,0,0,0.02,0,0,0,0.46,0,0,0,0,0,2.86,0.04,0.04,45.6,0.6,0,0,0,0,0.04
0,0,41.49,0.51,0,0.13,1.65,0.02,0,0,0.04,1.78,0,0,0,0,0,6.48,0,0.02,3.6,7.6,0,0.37,0,0.56,5.3
1.58,0,38.46,3.45,10.24,0.04,15.67,0.06,0,0,1.16,2.35,0.84,0,0,0,0,24.95,0.06,0.02,1,10.4,0,0,17.03,0,0
17.63,0,0.02,11.09,1.82,8.22999999999999,46.3,0,0,0,0.16,18.61,0.86,0,0,4.91,0,22.86,0,0,0.2,0,0,0.07,41.64,0.08,0.02
2.96,0,6.52,11.24,11.38,32.2899999999999,55.36,0,0,0,4.34,33.82,0.66,0,0,3.4,0,10.12,0.04,0.04,0,0,0,0.02,21.37,1.36,1.93
